14146	0
14147	1
14148	0
14149	0
14150	1
14151	3
14152	2
14153	0
14154	0
14155	0
14156	1
14158	1
14159	0
14160	2
14161	7
14163	3
1936200	0
1936201	0
14164	2
14165	1
14166	0
14167	0
14168	0
14169	1
14170	0
14171	1
14172	1
14173	0
14174	0
14175	0
14176	0
14177	0
14178	2
14180	0
14181	2
14182	1
14183	3
14184	0
14185	0
14186	0
14187	0
14188	1
14189	0
14190	0
14191	0
14192	0
14193	0
14194	0
14195	0
14196	0
14197	0
14198	2
14199	0
14200	0
14201	0
3446137	0
14204	0
14205	1
14206	0
14207	0
14208	1
14209	3
14210	0
14211	1
14212	2
14213	3
14214	0
14215	2
1936206	0
7497338	0
1936207	1
14217	1
14218	0
14219	0
14220	1
14221	0
14222	0
1936210	2
14224	1
14226	0
14227	0
14228	0
14229	0
14230	0
14231	1
14232	1
14233	0
14234	0
14235	0
14236	0
14237	1
14238	0
14239	0
14240	0
14241	0
14242	0
14243	0
14244	1
14245	0
14247	0
14248	0
14249	0
14250	0
14252	2
14253	1
14254	1
14255	1
14256	0
14257	0
14258	0
14259	0
14260	0
14261	0
14262	0
14263	11
14264	0
14265	0
14266	1
14267	0
14268	0
14269	3
14270	1
14271	0
14272	0
14273	0
14274	0
14275	0
14276	3
14277	0
14278	4
14279	0
14280	6
14281	143
14282	31
14283	6
14284	0
14285	2
14286	4
14287	14
14288	4
14289	1
14290	0
14291	0
14292	0
14293	0
14294	5
14295	0
14296	165
14297	0
14298	0
14299	2
14300	1
14301	1
14302	0
14303	0
14304	0
14305	1
14306	1
14307	0
14308	0
14309	1
14310	0
14312	1
14313	2
14314	0
1936221	0
14315	1
14316	0
14317	0
14318	0
14319	0
14320	0
14321	0
14322	1
14323	0
14324	0
14325	0
14326	0
14327	0
14328	0
14329	0
14330	0
14331	0
14332	0
14333	1
14334	8
14335	0
1936225	0
14336	1
14337	0
14338	1
14339	2
14340	2
14341	0
14342	0
14343	1
14344	0
14345	0
14346	1
1936227	0
1936228	0
1936229	0
1936230	0
1936231	0
1936232	0
14347	1
14348	1
14349	0
14350	5
14351	0
14352	0
14353	2
14354	1
14355	0
1936234	0
14356	5
3446138	4
14357	0
1936235	0
14358	6
14359	0
14360	0
14361	0
14362	0
14363	0
14364	2
14365	0
14366	1
14367	0
14368	8
14369	0
14370	1
14371	0
14372	0
14373	5
14374	0
14375	2
14376	0
14377	0
14378	1
14379	0
14380	1
14381	0
14382	0
1936238	0
3446140	0
14383	0
14384	0
1936239	0
14385	0
14386	0
14387	0
14388	0
14389	0
3446142	0
3446144	0
14390	0
14391	0
14392	0
3446146	0
14394	0
7497339	0
14396	0
14397	0
14398	0
14399	0
14400	0
14401	0
14402	0
14403	0
1936246	0
14404	0
14405	0
14406	0
14407	0
14408	0
14409	0
14410	0
14411	0
7497340	0
14412	0
14413	0
14414	0
14415	0
14416	0
14417	0
14418	0
14419	0
3446148	0
7497341	0
7497342	0
14421	0
14422	0
14423	0
14424	0
14425	0
14426	0
14427	0
14428	0
14429	0
14430	0
14431	0
14432	1
14433	1
1936249	0
14434	0
7497343	1
3446150	2
14435	0
14436	0
14437	0
14438	1
3446152	0
14439	0
14441	0
14442	4
14443	1
14444	2
14445	2
14446	0
14448	1
14449	2
14450	0
14451	2
14452	0
14453	15
14454	1
14455	1
14456	0
14457	2
14458	4
14459	0
14461	4
14462	3
14463	0
14464	0
14465	3
14466	0
14467	0
14468	5
14469	0
14471	0
14472	0
14473	3
14474	1
14475	0
14476	6
14477	0
14478	0
14479	5
14480	0
14481	0
14482	2
14483	0
14484	1
14485	3
14486	1
14487	0
14488	1
14489	0
14490	1
14491	0
14492	0
14493	3
14494	3
14495	0
14496	1
1936264	0
14498	0
14499	0
14501	0
14502	1
14503	2
14504	1
14505	3
14506	1
14507	1
1936269	0
14510	0
14511	0
14513	0
14514	0
14515	2
14516	1
14517	2
14518	0
14519	0
14520	0
14521	2
14522	1
14523	0
14524	0
14525	0
14526	0
14527	0
14528	0
14529	1
14530	4
14531	0
14532	2
14534	5
14535	6
14536	0
14537	0
14538	0
14539	0
14540	0
14541	3
14542	1
14543	0
14544	0
14545	0
14546	0
14547	0
14548	0
14549	2
14550	3
14551	0
14552	4
14553	0
14554	0
14555	1
14556	0
14557	2
14558	1
14559	0
14560	0
14561	1
14562	0
14563	1
14564	0
14565	4
14566	0
14567	0
14568	0
14569	0
14570	1
14571	2
14572	0
14573	0
14574	0
14575	0
14576	0
14577	0
14578	0
14579	0
14580	0
14581	0
14582	0
14583	2
14584	1
14585	0
14586	0
14587	0
14588	0
14589	0
14590	0
14591	0
14592	0
1936286	0
14593	1
14594	1
14595	0
14596	0
14597	0
14598	0
14599	1
14600	0
14601	0
14602	0
14603	1
14604	1
14605	0
14606	0
14607	1
14608	0
14609	0
14610	0
14611	0
14612	2
14613	1
14614	0
14615	0
14616	0
14617	1
14618	0
3446153	0
14619	2
14620	0
14621	5
14622	3
14623	0
14624	0
14625	0
14626	0
14627	1
14628	0
14629	0
14630	0
14631	0
14632	0
14633	1
14634	0
14635	0
14636	0
14637	0
3446155	0
5752725	0
14640	4
14641	0
14642	0
14643	0
14644	2
14645	1
14646	0
14648	0
14649	2
14650	0
14651	3
14652	1
14653	3
14654	1
14655	2
1936295	0
14657	1
14658	2
14659	3
14660	0
14661	0
14662	0
14663	0
14664	0
14665	2
14666	1
14667	0
14668	2
14669	4
14670	3
14671	1
14672	0
1936299	0
14673	0
3446157	0
14675	0
14674	0
14678	0
14676	0
14677	0
14679	0
14680	0
14681	0
14682	0
3446158	0
14683	0
14684	0
14685	0
14686	0
1936302	0
14687	0
14689	0
14688	0
14690	0
14691	0
14692	0
1936303	0
14693	0
14694	0
14695	0
3446159	0
14696	0
3446161	0
14697	0
14698	0
14699	0
14700	0
14701	0
3446163	0
14702	3
14703	0
14704	0
14705	0
14706	3
14707	0
14708	1
14709	0
14710	0
14711	0
14712	0
14713	0
14714	2
14715	0
14716	1
14717	1
10279116	0
1936307	0
14718	0
14719	3
14720	1
14721	1
1936308	0
14722	2
14723	0
14724	0
14725	0
14726	0
14727	0
14728	0
14729	0
14730	0
14731	0
14732	0
14733	0
14734	0
1936309	0
14736	0
14737	0
14738	0
14739	2
14740	0
14741	0
14742	0
14743	0
14744	0
14745	2
14747	0
14748	1
14749	0
14750	0
14751	0
14752	2
14753	0
14754	0
14755	0
14756	1
14757	0
14758	0
14759	0
14760	0
14761	1
1936314	0
14764	0
14765	0
14766	0
14767	1
14768	0
14769	5
14770	0
14771	0
14772	0
14773	0
14774	0
14775	3
14776	0
14777	0
