
14161	16648	17815	0.971223021583	
14166	25024	25791	1	
3446137	63569	65077	1	
14283	158469	162174	0.884297520661	
14310	191262	192107	1	
14367	286779	287661	1	
14371	291246	292004	1	
3446140	303046	303347	1	
14383	303861	304342	0.574780058651	
14385	369543	415822	0.890756302521	
14436	424154	425391	1	
14480	487168	487889	1	
14498	508545	509880	1	
14510	519077	520396	1	
14634	654754	662049	1	
14673	696751	718052	1	
14703	723154	729641	1	
14781	811838	819810	1	
14793	824186	825384	1	
14821	856082	858003	1	
14824	858642	861740	1	
1936385	1226520	1227296	1	
15243	1360215	1361527	1	
15259	1376196	1391399	1	
1936456	1515856	1516098	1	
15451	1576833	1578031	1	
15465	1592692	1615751	1	
15524	1648703	1650038	1	
15526	1650088	1651310	1	
3446177	1698577	1698804	1	
15577	1709489	1713252	0.998526522593	
15668	1831371	1834439	0.761739130435	
15677	1841639	1844821	0.942122186495	
15682	1844918	1850122	0.91229742612	
15695	1851490	1855799	1	
15815	1982213	1988204	0.718990120746	
16011	2184548	2185323	1	
16046	2220834	2223139	1	
16076	2243785	2244082	0.564383561644	
3446183	2245137	2246437	1	
16102	2297259	2298457	1	
1936652	2312939	2315174	1	
1936656	2317892	2322504	0.671689644117	
3446191	2325172	2325330	1.0	
16135	2357640	2358857	1	
16137	2361204	2373079	1	
16150	2387213	2408222	1	
16190	2447420	2448048	1	
16196	2450402	2451662	1	
16300	2569229	2570427	1	
16454	2748048	2758263	1	
16499	2797214	2798377	0.967625899281	
16504	2804944	2809333	1	
16541	2843383	2850172	1	
16715	3059395	3081424	1	
16738	3085758	3091969	1	
11403152	3186718	3187248	1	
11403172	3187742	3187831	0.903225806452	
16941	3317676	3319008	1	
17013	3400899	3401517	1	
17060	3470798	3471994	1	
17120	3526747	3528082	1	
17285	3710186	3717267	1	
17291	3718133	3718847	0.633540372671	
17505	3936965	3937741	1	
17549	3985636	3990078	0.744143033292	
17566	4006291	4007489	1	
1937043	4040822	4053628	0.750935790383	
17654	4117649	4120421	0.67069924994	
17679	4154310	4155576	1	
17683	4163395	4168071	1	
17689	4169693	4171978	1	
17737	4224922	4229579	0.93986636971	
17849	4354531	4356109	0.916012084592	
17915	4441200	4449291	1	
17921	4454421	4458161	1	
18039	4599172	4599647	1	
18112	4696509	4703140	1	
18185	4776537	4777137	0.831210191083	
18229	4826493	4827468	1	
1937253	4840061	4841291	1	
18295	4910490	4950251	1	
18366	4989088	5005098	1	
18406	5050759	5052088	0.997746055597	
