
3471969	15480	16647	0.971223021583	
3471973	20974	25023	0.822849807445	
3472093	157243	158468	1	
3472149	223026	224336	1	
3472176	247664	277622	0.609409190372	
3472209	286001	286778	1	
3472215	292981	294007	0.805317324185	
3472226	304722	369542	1	
3472303	420470	424153	0.794027745121	
3472305	426326	426912	0.674338319908	
3472315	435089	441830	1	
3472326	448244	452665	1	
3472337	463389	463983	0.879545454545	
3472338	464150	468673	1	
3472372	503379	504655	1	
3472388	520449	521772	1	
3472452	575423	577787	1	
3472566	718808	723153	1	
3472655	825528	827755	1	
3472670	838061	839339	1	
3472676	845762	845847	0.594405594406	
3472689	855832	856081	0.705454545455	
3472690	858142	858641	0.741550695825	
3472731	909145	909921	1	
3472828	999245	1000523	1	
3472843	1019546	1020544	1	
3472858	1031858	1063321	1	
11515719	1101101	1101221	0.962962962963	
3472984	1159902	1161181	1	
3473068	1245309	1246587	1	
3473088	1269145	1269921	1	
3473110	1284299	1285075	1	
3473208	1395922	1397153	1	
3473331	1515105	1515855	1	
3473476	1697809	1698576	1	
3473561	1801812	1808095	1	
3473582	1822335	1831370	1	
3473590	1837023	1841638	1	
3473596	1850337	1851489	1	
3473725	1981445	1982212	1	
3473759	2019825	2021103	1	
3473844	2099447	2100224	1	
3473938	2185706	2186937	1	
3473979	2217804	2220833	0.820668693009	
3474012	2244326	2245136	0.892857142857	
3474022	2255097	2274612	1	
3474064	2299524	2312938	1	
3474085	2323861	2325171	1	
3474108	2343884	2357639	1	
3474121	2360055	2361203	1	
3474123	2373560	2374553	1	
3474125	2375660	2387212	1	
3474136	2411547	2413577	1	
3474139	2413898	2417520	1	
3474358	2663745	2664521	1	
3474473	2796050	2797213	0.971223021583	
3474484	2804548	2804943	0.967741935484	
3474509	2832896	2834174	1	
3474583	2915677	2931381	1	
3474643	2979947	2980723	1	
3474677	3015689	3016967	1	
3474703	3044346	3045121	1	
3474723	3081579	3085757	1	
3474731	3092670	3093901	1	
3474759	3117003	3117102	0.536312849162	
11515727	3186677	3186717	0.903225806452	
11515731	3187347	3187741	0.903225806452	
11515750	3212966	3213498	1	
3474865	3216385	3217161	1	
3474908	3258411	3258520	0.657894736842	
3474945	3301349	3301584	0.927966101695	
3474953	3307460	3317675	1	
3475041	3400161	3400898	1	
3475059	3416216	3417494	1	
3475081	3435522	3443523	1	
3475094	3450959	3451735	1	
3475106	3462405	3470797	1	
3475190	3546451	3546868	1	
3475223	3580863	3581232	0.930463576159	
3475229	3588254	3593680	1	
3475277	3628176	3630480	0.525032092426	
3475364	3717723	3718132	1	
3475399	3754538	3755393	0.827710843373	
3475579	3914571	3917336	0.896494156928	
3475642	3984944	3985635	0.923636363636	
3475691	4054549	4055514	1	
3475766	4132253	4138602	1	
3475788	4158575	4163394	1	
3475844	4223182	4224921	1	
3475923	4307918	4309149	1	
3475982	4364425	4366982	0.941886792453	
3475984	4367088	4368183	1	
3476056	4437638	4441199	1	
3476060	4449381	4454420	1	
3476071	4462767	4464045	1	
3476121	4511235	4511868	1	
3476131	4522455	4523733	1	
3476213	4617830	4621259	1	
3476282	4696349	4696508	0.808383233533	
3476338	4762978	4764263	1	
3476400	4817702	4826492	1	
3476411	4831684	4833808	1	
3476424	4843983	4845261	1	
3476450	4874312	4875590	1	
3476461	4882101	4882301	0.869565217391	
3476479	4901989	4910489	1	
3476522	4986102	4989087	1	
3476526	5008743	5020071	1	
3476571	5050472	5050758	0.965779467681	
