From	To	Species	Gene Name
IL9R	uc007iiz.1	Mus musculus	similar to interleukin 9 receptor; interleukin 9 receptor
IL9R	uc007iiy.1	Mus musculus	similar to interleukin 9 receptor; interleukin 9 receptor
IL9R	uc007iix.1	Mus musculus	similar to interleukin 9 receptor; interleukin 9 receptor
IL9R	uc004fxm.1	Homo sapiens	interleukin 9 receptor
IL9R	uc004fxn.1	Homo sapiens	interleukin 9 receptor
IL9R	uc004fnv.1	Homo sapiens	interleukin 9 receptor
IL9R	uc004fnu.1	Homo sapiens	interleukin 9 receptor
IL9R	uc010nxr.2	Homo sapiens	interleukin 9 receptor
IL9R	uc010nvn.2	Homo sapiens	interleukin 9 receptor
AIF1	uc008cgl.1	Mus musculus	allograft inflammatory factor 1
AIF1	uc008cgm.1	Mus musculus	allograft inflammatory factor 1
AIF1	uc011gcv.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc003nva.2	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011hru.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011ipf.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011fey.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011ipg.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011jks.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011ipe.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011hrv.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011gcw.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc003nuy.2	Homo sapiens	allograft inflammatory factor 1
AIF1	uc010jsy.2	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011jkt.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011fez.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011hrw.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011jkr.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011ffa.1	Homo sapiens	allograft inflammatory factor 1
AIF1	uc011gcx.1	Homo sapiens	allograft inflammatory factor 1
PQBP1	uc004dlh.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dln.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dlk.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc010nih.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dli.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc010nij.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dld.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dlj.1	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dlg.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dlm.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dlf.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc010nii.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dle.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc004dll.2	Homo sapiens	polyglutamine binding protein 1
PQBP1	uc009snd.1	Mus musculus	polyglutamine binding protein 1; similar to polyglutamine binding protein 1
OGT	uc004eaa.1	Homo sapiens	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc011mpw.1	Homo sapiens	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc004ead.2	Homo sapiens	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc004eab.1	Homo sapiens	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc004eac.2	Homo sapiens	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc009tya.1	Mus musculus	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc009tyd.1	Mus musculus	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc009tyc.1	Mus musculus	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc009tyb.1	Mus musculus	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
OGT	uc009txz.1	Mus musculus	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
RAB27B	uc002lfr.2	Homo sapiens	RAB27B, member RAS oncogene family
RAB27B	uc008fnz.1	Mus musculus	RAB27b, member RAS oncogene family
RAB27B	uc008foa.1	Mus musculus	RAB27b, member RAS oncogene family
KLRD1	uc009egc.1	Mus musculus	killer cell lectin-like receptor, subfamily D, member 1
KLRD1	uc009ege.1	Mus musculus	killer cell lectin-like receptor, subfamily D, member 1
KLRD1	uc009egd.1	Mus musculus	killer cell lectin-like receptor, subfamily D, member 1
KLRD1	uc001qxy.3	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
KLRD1	uc001qxx.3	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
KLRD1	uc009zhi.2	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
KLRD1	uc009zhh.2	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
KLRD1	uc001qxz.3	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
KLRD1	uc001qxw.3	Homo sapiens	killer cell lectin-like receptor subfamily D, member 1
HIGD1A	uc003cmb.3	Homo sapiens	similar to HIG1 domain family, member 1A; HIG1 hypoxia inducible domain family, member 1A; HIG1 hypoxia inducible domain family, member 1D
HIGD1A	uc010hid.2	Homo sapiens	similar to HIG1 domain family, member 1A; HIG1 hypoxia inducible domain family, member 1A; HIG1 hypoxia inducible domain family, member 1D
HIGD1A	uc003cma.3	Homo sapiens	similar to HIG1 domain family, member 1A; HIG1 hypoxia inducible domain family, member 1A; HIG1 hypoxia inducible domain family, member 1D
HIGD1A	uc009sec.1	Mus musculus	HIG1 domain family, member 1A
HIGD1A	uc009seb.1	Mus musculus	HIG1 domain family, member 1A
VNN2	uc003qdv.2	Homo sapiens	vanin 2
VNN2	uc010kgb.2	Homo sapiens	vanin 2
VNN2	uc003qdt.2	Homo sapiens	vanin 2
VNN2	uc003qds.2	Homo sapiens	vanin 2
KLRB1	uc010sgt.1	Homo sapiens	killer cell lectin-like receptor subfamily B, member 1
PIK3CG	uc007nia.1	Mus musculus	phosphoinositide-3-kinase, catalytic, gamma polypeptide
PIK3CG	uc007nid.1	Mus musculus	phosphoinositide-3-kinase, catalytic, gamma polypeptide
PIK3CG	uc007nib.1	Mus musculus	phosphoinositide-3-kinase, catalytic, gamma polypeptide
PIK3CG	uc007nic.1	Mus musculus	phosphoinositide-3-kinase, catalytic, gamma polypeptide
PIK3CG	uc003vdv.3	Homo sapiens	phosphoinositide-3-kinase, catalytic, gamma polypeptide
PIK3CG	uc003vdu.2	Homo sapiens	phosphoinositide-3-kinase, catalytic, gamma polypeptide
PIK3CG	uc003vdw.2	Homo sapiens	phosphoinositide-3-kinase, catalytic, gamma polypeptide
CRTAM	uc001pyj.2	Homo sapiens	cytotoxic and regulatory T cell molecule
CRTAM	uc001pyk.2	Homo sapiens	cytotoxic and regulatory T cell molecule
CRTAM	uc009paf.1	Mus musculus	cytotoxic and regulatory T cell molecule
CRTAM	uc009pad.1	Mus musculus	cytotoxic and regulatory T cell molecule
CRTAM	uc009pae.1	Mus musculus	cytotoxic and regulatory T cell molecule
PDPN	uc001ave.2	Homo sapiens	podoplanin
PDPN	uc001avc.2	Homo sapiens	podoplanin
PDPN	uc009voc.2	Homo sapiens	podoplanin
PDPN	uc001avf.2	Homo sapiens	podoplanin
PDPN	uc009vob.2	Homo sapiens	podoplanin
PDPN	uc001avd.2	Homo sapiens	podoplanin
PDPN	uc008vqa.1	Mus musculus	podoplanin
UGCG	uc004bft.2	Homo sapiens	UDP-glucose ceramide glucosyltransferase
UGCG	uc008szr.1	Mus musculus	UDP-glucose ceramide glucosyltransferase
UGCG	uc008szs.1	Mus musculus	UDP-glucose ceramide glucosyltransferase
PIK3CD	uc008vwr.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vwu.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vws.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vwv.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vwy.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vwx.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vwt.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vww.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc008vwq.1	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide; RIKEN cDNA 2610208K16 gene
PIK3CD	uc001aqb.3	Homo sapiens	phosphoinositide-3-kinase, catalytic, delta polypeptide
PIK3CD	uc001aqa.2	Homo sapiens	phosphoinositide-3-kinase, catalytic, delta polypeptide
PIK3CD	uc010oaf.1	Homo sapiens	phosphoinositide-3-kinase, catalytic, delta polypeptide
PIK3CD	uc001aqe.3	Homo sapiens	phosphoinositide-3-kinase, catalytic, delta polypeptide
F8	uc004fmt.2	Homo sapiens	coagulation factor VIII, procoagulant component
F8	uc010nvi.1	Homo sapiens	coagulation factor VIII, procoagulant component
F8	uc004fms.2	Homo sapiens	coagulation factor VIII, procoagulant component
F8	uc011mzx.1	Homo sapiens	coagulation factor VIII, procoagulant component
F8	uc009tpt.1	Mus musculus	coagulation factor VIII
GEM	uc003ygi.2	Homo sapiens	GTP binding protein overexpressed in skeletal muscle
GEM	uc003ygj.2	Homo sapiens	GTP binding protein overexpressed in skeletal muscle
GEM	uc008rzv.1	Mus musculus	GTP binding protein (gene overexpressed in skeletal muscle)
GEM	uc008rzw.1	Mus musculus	GTP binding protein (gene overexpressed in skeletal muscle)
HLA-DQA2	uc011ixl.1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2	uc011gke.1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2	uc011fnw.1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2	uc011hes.1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2	uc011hzy.1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2	uc011jss.1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2	uc011erk.1	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA2	uc003obx.2	Homo sapiens	major histocompatibility complex, class II, DQ alpha 2
HLA-DQA1	uc003obs.2	Homo sapiens	similar to hCG2042724; similar to HLA class II histocompatibility antigen, DQ(1) alpha chain precursor (DC-4 alpha chain); major histocompatibility complex, class II, DQ alpha 1
HLA-DQA1	uc003obr.2	Homo sapiens	similar to hCG2042724; similar to HLA class II histocompatibility antigen, DQ(1) alpha chain precursor (DC-4 alpha chain); major histocompatibility complex, class II, DQ alpha 1
HLA-DQA1	uc003obt.1	Homo sapiens	similar to hCG2042724; similar to HLA class II histocompatibility antigen, DQ(1) alpha chain precursor (DC-4 alpha chain); major histocompatibility complex, class II, DQ alpha 1
HLA-DQA1	uc003obu.2	Homo sapiens	similar to hCG2042724; similar to HLA class II histocompatibility antigen, DQ(1) alpha chain precursor (DC-4 alpha chain); major histocompatibility complex, class II, DQ alpha 1
CD163L1	uc009khi.1	Mus musculus	CD163 molecule-like 1
CD163L1	uc009khj.1	Mus musculus	CD163 molecule-like 1
CD163L1	uc009khk.1	Mus musculus	CD163 molecule-like 1
CD163L1	uc010sge.1	Homo sapiens	CD163 molecule-like 1
CD163L1	uc001qsy.2	Homo sapiens	CD163 molecule-like 1
MAPK4	uc010doz.2	Homo sapiens	mitogen-activated protein kinase 4
MAPK4	uc010xdm.1	Homo sapiens	mitogen-activated protein kinase 4
MAPK4	uc002lev.2	Homo sapiens	mitogen-activated protein kinase 4
MAPK4	uc008fpa.1	Mus musculus	mitogen-activated protein kinase 4
MAPK4	uc008fpb.1	Mus musculus	mitogen-activated protein kinase 4
MAPK4	uc008fpc.1	Mus musculus	mitogen-activated protein kinase 4
RYR1	uc002oiu.2	Homo sapiens	ryanodine receptor 1 (skeletal)
RYR1	uc002oit.2	Homo sapiens	ryanodine receptor 1 (skeletal)
RYR1	uc010xuf.1	Homo sapiens	ryanodine receptor 1 (skeletal)
RYR1	uc002oiv.1	Homo sapiens	ryanodine receptor 1 (skeletal)
RYR1	uc009gar.1	Mus musculus	ryanodine receptor 1, skeletal muscle
RYR1	uc009gap.1	Mus musculus	ryanodine receptor 1, skeletal muscle
RYR1	uc009gao.1	Mus musculus	ryanodine receptor 1, skeletal muscle
MADCAM1	uc007fzg.1	Mus musculus	mucosal vascular addressin cell adhesion molecule 1
MADCAM1	uc007fzf.1	Mus musculus	mucosal vascular addressin cell adhesion molecule 1
MADCAM1	uc010drq.2	Homo sapiens	mucosal vascular addressin cell adhesion molecule 1
MADCAM1	uc002lot.2	Homo sapiens	mucosal vascular addressin cell adhesion molecule 1
MADCAM1	uc002los.2	Homo sapiens	mucosal vascular addressin cell adhesion molecule 1
DOC2B	uc010vpx.1	Homo sapiens	double C2-like domains, beta
DOC2B	uc007kev.1	Mus musculus	double C2, beta
KLRC1	uc001qyo.2	Homo sapiens	killer cell lectin-like receptor subfamily C, member 1
KLRC1	uc001qyl.2	Homo sapiens	killer cell lectin-like receptor subfamily C, member 1
KLRC1	uc009zhm.1	Homo sapiens	killer cell lectin-like receptor subfamily C, member 1
KLRC1	uc001qym.2	Homo sapiens	killer cell lectin-like receptor subfamily C, member 1
KLRC1	uc001qyn.2	Homo sapiens	killer cell lectin-like receptor subfamily C, member 1
KLRC1	uc009ego.1	Mus musculus	killer cell lectin-like receptor subfamily C, member 1
KLRC1	uc009egp.1	Mus musculus	killer cell lectin-like receptor subfamily C, member 1
HLA-DRA	uc011hek.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc003obh.2	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc011jsf.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc011iwy.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc011fnf.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc003obi.2	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc011gjv.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc011fng.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc011gju.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
HLA-DRA	uc011hzp.1	Homo sapiens	major histocompatibility complex, class II, DR alpha
NFKBIA	uc007nor.1	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
NFKBIA	uc001wte.3	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
NFKBIA	uc010amo.2	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
NFKBIA	uc001wtf.3	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
NFKBIA	uc001wtg.3	Homo sapiens	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
IL17C	uc009nso.1	Mus musculus	interleukin 17C
IL17C	uc002fla.2	Homo sapiens	interleukin 17C
ARG1	uc010kfm.1	Homo sapiens	arginase, liver
ARG1	uc003qco.1	Homo sapiens	arginase, liver
ARG1	uc003qcp.1	Homo sapiens	arginase, liver
ARG1	uc007erg.1	Mus musculus	arginase, liver
IL17A	uc003pak.1	Homo sapiens	interleukin 17A
IL17A	uc007aky.1	Mus musculus	interleukin 17A
UBASH3B	uc009pag.1	Mus musculus	ubiquitin associated and SH3 domain containing, B
UBASH3B	uc001pyi.3	Homo sapiens	ubiquitin associated and SH3 domain containing, B
DUSP14	uc007kqe.1	Mus musculus	dual specificity phosphatase 14
DUSP14	uc007kqc.1	Mus musculus	dual specificity phosphatase 14
DUSP14	uc007kqd.1	Mus musculus	dual specificity phosphatase 14
DUSP14	uc002hny.2	Homo sapiens	dual specificity phosphatase 14
DUSP14	uc002hnx.2	Homo sapiens	dual specificity phosphatase 14
DUSP14	uc002hnz.2	Homo sapiens	dual specificity phosphatase 14
NCAPG2	uc007pht.1	Mus musculus	non-SMC condensin II complex, subunit G2
NCAPG2	uc007phu.1	Mus musculus	non-SMC condensin II complex, subunit G2
NCAPG2	uc011kwe.1	Homo sapiens	non-SMC condensin II complex, subunit G2
NCAPG2	uc003wnw.1	Homo sapiens	non-SMC condensin II complex, subunit G2
NCAPG2	uc003wnx.1	Homo sapiens	non-SMC condensin II complex, subunit G2
NCAPG2	uc011kwc.1	Homo sapiens	non-SMC condensin II complex, subunit G2
NCAPG2	uc010lqu.1	Homo sapiens	non-SMC condensin II complex, subunit G2
NCAPG2	uc011kwd.1	Homo sapiens	non-SMC condensin II complex, subunit G2
NCAPG2	uc003wnv.1	Homo sapiens	non-SMC condensin II complex, subunit G2
IL17F	uc003pal.1	Homo sapiens	interleukin 17F
IL17F	uc003pam.1	Homo sapiens	interleukin 17F
IL17F	uc007akz.1	Mus musculus	interleukin 17F
IL17F	uc007ala.1	Mus musculus	interleukin 17F
ZAP70	uc007arb.1	Mus musculus	zeta-chain (TCR) associated protein kinase
ZAP70	uc007ara.1	Mus musculus	zeta-chain (TCR) associated protein kinase
ZAP70	uc007aqz.1	Mus musculus	zeta-chain (TCR) associated protein kinase
ZAP70	uc002sye.1	Homo sapiens	zeta-chain (TCR) associated protein kinase 70kDa
ZAP70	uc002syd.1	Homo sapiens	zeta-chain (TCR) associated protein kinase 70kDa
ZAP70	uc010yvf.1	Homo sapiens	zeta-chain (TCR) associated protein kinase 70kDa
ZAP70	uc002syf.1	Homo sapiens	zeta-chain (TCR) associated protein kinase 70kDa
FGL2	uc003ugb.2	Homo sapiens	fibrinogen-like 2
FGL2	uc008wom.1	Mus musculus	fibrinogen-like protein 2
UBASH3A	uc010gpc.2	Homo sapiens	similar to ubiquitin associated and SH3 domain containing, A; ubiquitin associated and SH3 domain containing, A
UBASH3A	uc002zbf.2	Homo sapiens	similar to ubiquitin associated and SH3 domain containing, A; ubiquitin associated and SH3 domain containing, A
UBASH3A	uc010gpe.2	Homo sapiens	similar to ubiquitin associated and SH3 domain containing, A; ubiquitin associated and SH3 domain containing, A
UBASH3A	uc002zbe.2	Homo sapiens	similar to ubiquitin associated and SH3 domain containing, A; ubiquitin associated and SH3 domain containing, A
UBASH3A	uc010gpd.2	Homo sapiens	similar to ubiquitin associated and SH3 domain containing, A; ubiquitin associated and SH3 domain containing, A
UBASH3A	uc008bur.1	Mus musculus	ubiquitin associated and SH3 domain containing, A
UBASH3A	uc008but.1	Mus musculus	ubiquitin associated and SH3 domain containing, A
UBASH3A	uc008bus.1	Mus musculus	ubiquitin associated and SH3 domain containing, A
HLA-DOB	uc011iab.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011gkh.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011gkj.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011ero.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc003oca.2	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011jsv.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011fob.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011fnz.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011erq.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011dqg.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011jsx.1	Homo sapiens	major histocompatibility complex, class II, DO beta
HLA-DOB	uc011iad.1	Homo sapiens	major histocompatibility complex, class II, DO beta
SPP1	uc008ykj.1	Mus musculus	secreted phosphoprotein 1
SPP1	uc008ykk.1	Mus musculus	secreted phosphoprotein 1
SPP1	uc008yki.1	Mus musculus	secreted phosphoprotein 1
SPP1	uc003hrc.2	Homo sapiens	secreted phosphoprotein 1
SPP1	uc003hra.2	Homo sapiens	secreted phosphoprotein 1
SPP1	uc011cde.1	Homo sapiens	secreted phosphoprotein 1
SPP1	uc003hrb.2	Homo sapiens	secreted phosphoprotein 1
SPP1	uc003hrd.2	Homo sapiens	secreted phosphoprotein 1
KIR2DS4	uc002quo.2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc002qhm.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc002qun.2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc002qtz.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc010esg.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc010yfj.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc002qhn.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc010evl.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc002qua.2	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc010yfk.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
KIR2DS4	uc010evk.1	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2; killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4
RGS1	uc007cxk.1	Mus musculus	regulator of G-protein signaling 1
RGS1	uc007cxj.1	Mus musculus	regulator of G-protein signaling 1
RGS1	uc001gsi.1	Homo sapiens	regulator of G-protein signaling 1
RGS1	uc010pou.1	Homo sapiens	regulator of G-protein signaling 1
TREML4	uc003oqd.2	Homo sapiens	triggering receptor expressed on myeloid cells-like 4
TREML4	uc003oqc.2	Homo sapiens	triggering receptor expressed on myeloid cells-like 4
TREML4	uc008cwz.1	Mus musculus	triggering receptor expressed on myeloid cells-like 4
TREML4	uc008cxc.1	Mus musculus	triggering receptor expressed on myeloid cells-like 4
TREML4	uc008cxb.1	Mus musculus	triggering receptor expressed on myeloid cells-like 4
TREML4	uc008cxa.1	Mus musculus	triggering receptor expressed on myeloid cells-like 4
TREML1	uc011dud.1	Homo sapiens	triggering receptor expressed on myeloid cells-like 1
TREML1	uc003opx.2	Homo sapiens	triggering receptor expressed on myeloid cells-like 1
TREML1	uc011duc.1	Homo sapiens	triggering receptor expressed on myeloid cells-like 1
TREML1	uc008cxn.1	Mus musculus	triggering receptor expressed on myeloid cells-like 1
TREML1	uc008cxm.1	Mus musculus	triggering receptor expressed on myeloid cells-like 1
TREML1	uc008cxl.1	Mus musculus	triggering receptor expressed on myeloid cells-like 1
TREML1	uc008cxo.1	Mus musculus	triggering receptor expressed on myeloid cells-like 1
FGF7	uc008mdi.1	Mus musculus	fibroblast growth factor 7
FGF7	uc008mdj.1	Mus musculus	fibroblast growth factor 7
FGF7	uc001zxn.2	Homo sapiens	hypothetical LOC100132771; fibroblast growth factor 7 (keratinocyte growth factor); fibroblast growth factor 7 pseudogene 2
LXN	uc008pln.1	Mus musculus	latexin
LXN	uc003fch.2	Homo sapiens	latexin
LXN	uc011bov.1	Homo sapiens	latexin
EZH2	uc003wfc.1	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc011kug.1	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc003wfb.1	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc011kuj.1	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc011kuh.1	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc011kui.1	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc003wfd.1	Homo sapiens	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc009btc.1	Mus musculus	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc009btb.1	Mus musculus	enhancer of zeste homolog 2 (Drosophila)
EZH2	uc009btd.1	Mus musculus	enhancer of zeste homolog 2 (Drosophila)
SPI1	uc009ylp.1	Homo sapiens	spleen focus forming virus (SFFV) proviral integration oncogene spi1
SPI1	uc001nfc.1	Homo sapiens	spleen focus forming virus (SFFV) proviral integration oncogene spi1
SPI1	uc001nfb.1	Homo sapiens	spleen focus forming virus (SFFV) proviral integration oncogene spi1
ATP10D	uc008xrg.1	Mus musculus	ATPase, class V, type 10D
ATP10D	uc008xrh.1	Mus musculus	ATPase, class V, type 10D
ATP10D	uc008xri.1	Mus musculus	ATPase, class V, type 10D
ATP10D	uc003gxj.3	Homo sapiens	ATPase, class V, type 10D
ATP10D	uc003gxk.1	Homo sapiens	ATPase, class V, type 10D
ATP10D	uc003gxl.1	Homo sapiens	ATPase, class V, type 10D
YBX2	uc002gfq.2	Homo sapiens	Y box binding protein 2
YBX2	uc007jsw.1	Mus musculus	similar to Y box protein 2; Y box protein 2
YBX2	uc007jsx.1	Mus musculus	similar to Y box protein 2; Y box protein 2
CEACAM3	uc002orn.1	Homo sapiens	carcinoembryonic antigen-related cell adhesion molecule 3
CEACAM3	uc010eia.1	Homo sapiens	carcinoembryonic antigen-related cell adhesion molecule 3
CEACAM3	uc002oro.1	Homo sapiens	carcinoembryonic antigen-related cell adhesion molecule 3
FGF2	uc008paq.1	Mus musculus	fibroblast growth factor 2
FGF2	uc008pap.1	Mus musculus	fibroblast growth factor 2
FGF2	uc003iev.1	Homo sapiens	fibroblast growth factor 2 (basic)
DPEP2	uc002evf.2	Homo sapiens	dipeptidase 2
